,model,year,price,transmission,mileage,fuelType,engineSize
912, C Class,2017,15700,Automatic,19023,Diesel,2.1
913, C Class,2019,31499,Automatic,2206,Diesel,2.0
914, C Class,2019,37500,Semi-Auto,10261,Petrol,3.0
915, C Class,2017,16998,Semi-Auto,26281,Diesel,1.6
916, C Class,2015,15700,Automatic,21695,Diesel,2.1
917, C Class,2019,28998,Manual,22,Petrol,1.6
918, C Class,2017,14999,Manual,47106,Diesel,1.6
919, C Class,2016,17900,Automatic,25522,Petrol,2.0
920, C Class,2015,11400,Manual,25698,Diesel,1.6
921, C Class,2019,27616,Automatic,5111,Petrol,2.0
922, C Class,2019,37999,Automatic,2486,Petrol,1.5
923, C Class,2016,20092,Semi-Auto,25803,Diesel,2.1
924, C Class,2014,14299,Semi-Auto,47399,Diesel,2.1
925, C Class,2019,26299,Semi-Auto,13237,Petrol,1.5
926, C Class,2019,26699,Semi-Auto,5500,Petrol,2.0
927, C Class,2019,20249,Semi-Auto,15317,Diesel,2.0
928, C Class,2015,14298,Manual,36643,Petrol,2.0
929, C Class,2019,33599,Semi-Auto,1000,Petrol,2.0
930, C Class,2017,20990,Semi-Auto,19733,Petrol,2.0
931, C Class,2019,26499,Semi-Auto,9419,Diesel,2.0
932, C Class,2017,22767,Automatic,30676,Diesel,2.1
933, C Class,2015,15975,Automatic,41567,Hybrid,2.1
934, C Class,2020,40179,Semi-Auto,1000,Diesel,2.0
935, C Class,2019,30055,Automatic,3686,Diesel,2.0
936, C Class,2019,30976,Automatic,5552,Petrol,2.0
937, C Class,2019,29399,Semi-Auto,4208,Diesel,2.0
938, C Class,2017,24280,Automatic,14161,Diesel,2.1
939, C Class,2019,27000,Semi-Auto,10368,Diesel,2.0
940, C Class,2015,13195,Automatic,51344,Diesel,2.1
941, C Class,2019,33789,Semi-Auto,1000,Diesel,2.0
942, C Class,2019,20980,Semi-Auto,14208,Petrol,1.5
943, C Class,2017,22162,Semi-Auto,48142,Diesel,2.1
944, C Class,2018,24810,Semi-Auto,20496,Diesel,2.1
945, C Class,2015,11500,Manual,42918,Petrol,2.0
946, C Class,2019,20980,Semi-Auto,14694,Petrol,1.5
947, C Class,2017,21111,Semi-Auto,24900,Diesel,2.1
948, C Class,2019,27495,Semi-Auto,20400,Diesel,2.0
949, C Class,2019,28499,Semi-Auto,15096,Diesel,2.0
950, C Class,2019,30599,Semi-Auto,2259,Diesel,1.6
951, C Class,2017,15998,Semi-Auto,72939,Hybrid,2.0
952, C Class,2017,18830,Semi-Auto,42437,Hybrid,2.0
953, C Class,2019,25699,Semi-Auto,11738,Petrol,1.5
954, C Class,2019,31199,Semi-Auto,2000,Petrol,1.5
955, C Class,2016,19998,Automatic,40500,Hybrid,2.0
956, C Class,2019,22956,Automatic,13002,Diesel,2.0
957, C Class,2019,24780,Semi-Auto,13539,Diesel,2.0
958, C Class,2015,17682,Semi-Auto,27852,Diesel,2.1
959, C Class,2019,29980,Semi-Auto,9227,Diesel,2.0
960, C Class,2019,19799,Semi-Auto,14251,Petrol,1.5
961, C Class,2018,22766,Automatic,4200,Petrol,2.0
962, C Class,2017,18200,Semi-Auto,25296,Diesel,2.1
963, C Class,2019,33199,Automatic,3268,Petrol,2.0
964, C Class,2015,17295,Automatic,34955,Diesel,2.1
965, C Class,2015,15990,Automatic,43120,Diesel,2.1
966, C Class,2019,29495,Automatic,4999,Diesel,2.0
967, C Class,2014,13498,Automatic,28759,Diesel,2.1
968, C Class,2017,23124,Automatic,22811,Petrol,2.0
969, C Class,2016,14000,Automatic,45000,Diesel,2.1
970, C Class,2019,31009,Automatic,2900,Diesel,2.0
971, C Class,2017,28624,Semi-Auto,41045,Petrol,3.0
972, C Class,2016,21998,Semi-Auto,31227,Diesel,2.1
973, C Class,2016,15750,Automatic,15000,Diesel,2.1
974, C Class,2018,28342,Semi-Auto,10025,Petrol,2.0
975, C Class,2019,34989,Automatic,4131,Diesel,2.0
976, C Class,2016,14499,Automatic,33036,Diesel,2.1
977, C Class,2017,18372,Semi-Auto,26508,Petrol,2.0
978, C Class,2017,17100,Automatic,21388,Diesel,2.1
979, C Class,2019,27599,Semi-Auto,4664,Diesel,2.0
980, C Class,2014,16990,Semi-Auto,40000,Petrol,2.0
981, C Class,2017,18498,Semi-Auto,26179,Diesel,2.1
982, C Class,2016,16699,Automatic,26544,Diesel,2.1
983, C Class,2017,35420,Semi-Auto,24057,Petrol,4.0
984, C Class,2019,44980,Semi-Auto,4887,Petrol,3.0
985, C Class,2019,29799,Semi-Auto,9959,Diesel,2.0
986, C Class,2019,27950,Automatic,1498,Petrol,1.5
987, C Class,2019,45900,Automatic,3500,Petrol,3.0
988, C Class,2015,13990,Automatic,67000,Diesel,2.1
989, C Class,2017,21011,Semi-Auto,18955,Diesel,2.1
990, C Class,2019,24980,Semi-Auto,6539,Petrol,1.5
991, C Class,2018,27500,Semi-Auto,12234,Diesel,2.0
992, C Class,2012,6995,Automatic,88200,Diesel,2.1
993, C Class,2017,18999,Semi-Auto,21459,Diesel,2.1
994, C Class,2017,30999,Automatic,26000,Petrol,3.0
995, C Class,2019,29249,Semi-Auto,1768,Diesel,2.0
996, C Class,2016,17100,Automatic,42427,Diesel,2.1
997, C Class,2017,19199,Automatic,26538,Hybrid,2.0
998, C Class,2018,29498,Semi-Auto,6265,Diesel,2.0
999, C Class,2008,4295,Automatic,112455,Diesel,2.1
1000, C Class,2018,28789,Semi-Auto,7800,Diesel,2.0
1001, C Class,2015,14200,Automatic,22000,Petrol,1.6
1002, C Class,2017,25998,Automatic,26914,Petrol,2.0
1003, C Class,2017,18433,Semi-Auto,34278,Diesel,2.1
1004, C Class,2014,10498,Semi-Auto,51929,Diesel,2.1
1005, C Class,2016,16690,Semi-Auto,14314,Diesel,1.6
1006, C Class,2017,18231,Semi-Auto,20185,Petrol,2.0
1007, C Class,2017,25599,Semi-Auto,13000,Petrol,2.0
1008, C Class,2016,20990,Semi-Auto,14704,Petrol,2.0
1009, C Class,2019,23254,Automatic,12605,Diesel,2.0
1010, C Class,2016,19700,Automatic,19292,Diesel,2.1
1011, C Class,2019,25500,Semi-Auto,7000,Diesel,2.0
1012, C Class,2019,29549,Semi-Auto,10576,Diesel,2.0
1013, C Class,2015,17399,Semi-Auto,21019,Diesel,2.1
1014, C Class,2017,16700,Automatic,32912,Diesel,2.1
1015, C Class,2019,26750,Automatic,2591,Petrol,1.5
1016, C Class,2019,27000,Semi-Auto,3689,Diesel,1.6
1017, C Class,2013,23990,Automatic,44000,Petrol,6.2
1018, C Class,2018,22199,Semi-Auto,19302,Diesel,2.1
1019, C Class,2015,16999,Semi-Auto,32119,Diesel,2.1
1020, C Class,2014,15399,Automatic,20047,Petrol,2.0
1021, C Class,2019,32999,Semi-Auto,2373,Diesel,2.0
1022, C Class,2019,29480,Semi-Auto,3999,Diesel,1.6
1023, C Class,2019,28995,Automatic,4499,Diesel,2.0
1024, C Class,2017,19762,Automatic,36047,Diesel,2.1
1025, C Class,2016,18247,Automatic,16975,Hybrid,2.0
1026, C Class,2017,21115,Semi-Auto,31538,Diesel,2.1
1027, C Class,2019,28980,Semi-Auto,9477,Diesel,2.0
1028, C Class,2017,35149,Semi-Auto,9422,Petrol,3.0
1029, C Class,2019,31980,Semi-Auto,16,Diesel,2.0
1030, C Class,2017,20995,Automatic,32664,Petrol,2.0
1031, C Class,2016,20900,Automatic,21466,Diesel,2.1
1032, C Class,2018,26625,Automatic,7175,Diesel,2.0
1033, C Class,2019,20299,Semi-Auto,14123,Petrol,1.5
1034, C Class,2019,32495,Automatic,4999,Diesel,2.0
1035, C Class,2019,20249,Semi-Auto,14426,Petrol,1.5
1036, C Class,2019,25780,Semi-Auto,14843,Diesel,2.0
1037, C Class,2019,19999,Automatic,15024,Diesel,2.1
1038, C Class,2016,16000,Automatic,28000,Diesel,2.1
1039, C Class,2017,19950,Automatic,23000,Diesel,2.1
1040, C Class,2016,24749,Automatic,21118,Diesel,2.1
1041, C Class,2019,24389,Semi-Auto,2000,Petrol,1.5
1042, C Class,2015,17495,Semi-Auto,33425,Diesel,2.1
1043, C Class,2019,27699,Semi-Auto,1714,Petrol,1.5
1044, C Class,2019,30910,Semi-Auto,11810,Diesel,2.0
1045, C Class,2004,9495,Automatic,52000,Petrol,3.2
1046, C Class,2016,13200,Manual,52684,Diesel,1.6
1047, C Class,2019,20449,Semi-Auto,14005,Diesel,2.0
1048, C Class,2013,8990,Automatic,49000,Petrol,1.6
1049, C Class,2017,31750,Automatic,18075,Petrol,3.0
1050, C Class,2019,25699,Semi-Auto,11805,Petrol,1.5
1051, C Class,2014,14999,Automatic,42256,Diesel,2.1
1052, C Class,2016,10998,Manual,83786,Diesel,1.6
1053, C Class,2020,32480,Semi-Auto,16,Diesel,2.0
1054, C Class,2016,15910,Automatic,71991,Diesel,2.1
1055, C Class,2017,18750,Semi-Auto,30000,Diesel,1.6
1056, C Class,2019,47999,Semi-Auto,8456,Petrol,3.0
1057, C Class,2013,11999,Automatic,25525,Petrol,1.6
1058, C Class,2017,16500,Automatic,75000,Diesel,1.6
1059, C Class,2019,19980,Semi-Auto,13936,Petrol,1.5
1060, C Class,2019,21940,Automatic,5149,Petrol,1.5
1061, C Class,2019,31995,Semi-Auto,37,Petrol,2.0
1062, C Class,2020,34991,Semi-Auto,1000,Petrol,2.0
1063, C Class,2019,23399,Automatic,3816,Petrol,1.5
1064, C Class,2019,29649,Semi-Auto,2874,Diesel,2.0
1065, C Class,2017,24000,Automatic,17030,Diesel,2.1
1066, C Class,2015,10700,Automatic,62439,Diesel,2.1
1067, C Class,2017,17980,Semi-Auto,32259,Diesel,2.1
1068, C Class,2015,17712,Semi-Auto,22958,Diesel,1.6
1069, C Class,2018,28789,Semi-Auto,9797,Diesel,2.0
1070, C Class,2018,39000,Semi-Auto,7011,Petrol,3.0
1071, C Class,2017,22767,Automatic,30676,Diesel,2.1
1072, C Class,2017,20000,Manual,10500,Diesel,2.1
1073, C Class,2019,27799,Automatic,3070,Diesel,1.6
1074, C Class,2019,38999,Automatic,4300,Petrol,3.0
1075, C Class,2017,16995,Semi-Auto,30256,Diesel,2.1
1076, C Class,2016,16390,Semi-Auto,31360,Diesel,2.1
1077, C Class,2019,19799,Semi-Auto,14297,Petrol,1.5
1078, C Class,2019,35248,Automatic,2645,Petrol,1.5
1079, C Class,2019,24049,Semi-Auto,12880,Diesel,2.0
1080, C Class,2017,20600,Semi-Auto,29543,Diesel,2.1
1081, C Class,2019,25799,Automatic,1649,Petrol,1.5
1082, C Class,2018,22950,Automatic,6000,Diesel,2.1
1083, C Class,2014,11990,Automatic,50000,Diesel,2.1
1084, C Class,2015,29900,Automatic,33521,Petrol,4.0
1085, C Class,2019,25495,Semi-Auto,631,Diesel,2.1
1086, C Class,2015,14698,Semi-Auto,43331,Diesel,2.1
1087, C Class,2019,27099,Semi-Auto,3598,Diesel,1.6
1088, C Class,2017,18980,Semi-Auto,23589,Diesel,2.1
1089, C Class,2013,8990,Manual,74000,Petrol,1.6
1090, C Class,2019,61495,Automatic,1499,Petrol,4.0
1091, C Class,2019,24299,Semi-Auto,12546,Diesel,2.0
1092, C Class,2019,37250,Automatic,3147,Diesel,2.0
1093, C Class,2019,29299,Semi-Auto,5979,Petrol,2.0
1094, C Class,2008,5780,Automatic,67979,Petrol,1.8
1095, C Class,2016,16000,Manual,34903,Diesel,2.1
1096, C Class,2019,27999,Automatic,2000,Petrol,1.5
1097, C Class,2017,23700,Automatic,19832,Diesel,2.1
1098, C Class,2017,21220,Semi-Auto,32228,Diesel,2.1
1099, C Class,2019,28750,Automatic,9156,Diesel,2.0
1100, C Class,2017,15000,Manual,30528,Petrol,2.0
1101, C Class,2018,22991,Semi-Auto,7615,Diesel,2.1
1102, C Class,2017,24980,Automatic,18941,Diesel,2.1
1103, C Class,2019,29290,Semi-Auto,4703,Diesel,2.0
1104, C Class,2019,29099,Semi-Auto,7027,Petrol,2.0
1105, C Class,2019,24995,Automatic,11664,Petrol,1.5
1106, C Class,2015,12999,Manual,47709,Diesel,2.1
1107, C Class,2019,29199,Semi-Auto,11242,Diesel,2.0
1108, C Class,2009,5295,Automatic,112000,Diesel,2.1
1109, C Class,2017,21449,Semi-Auto,35782,Diesel,2.1
1110, C Class,2019,28990,Automatic,5904,Diesel,2.0
1111, C Class,2016,16960,Automatic,21821,Diesel,2.1
1112, C Class,2019,22444,Automatic,5526,Petrol,1.5
1113, C Class,2019,28880,Automatic,7324,Petrol,1.5
1114, C Class,2017,19600,Manual,39480,Diesel,2.1
1115, C Class,2015,14999,Manual,42785,Diesel,2.1
1116, C Class,2016,18998,Semi-Auto,28388,Diesel,1.6
1117, C Class,2019,29799,Automatic,7621,Diesel,2.0
1118, C Class,2019,24549,Semi-Auto,14642,Petrol,1.5
1119, C Class,2015,12495,Semi-Auto,50374,Diesel,2.1
1120, C Class,2019,28099,Semi-Auto,20001,Diesel,2.0
1121, C Class,2017,15990,Semi-Auto,38051,Diesel,2.1
1122, C Class,2015,16581,Semi-Auto,23985,Diesel,2.1
1123, C Class,2019,25549,Semi-Auto,15074,Diesel,2.0
1124, C Class,2014,8200,Manual,80047,Diesel,2.1
1125, C Class,2020,41995,Automatic,400,Other,2.0
1126, C Class,2017,23572,Automatic,18495,Diesel,2.1
1127, C Class,2019,20349,Semi-Auto,14005,Petrol,1.5
1128, C Class,2015,15498,Manual,32140,Diesel,2.1
1129, C Class,2019,26876,Automatic,901,Petrol,1.5
1130, C Class,2016,14000,Automatic,45000,Diesel,2.1
1131, C Class,2019,25490,Automatic,13101,Diesel,2.0
1132, C Class,2016,18280,Semi-Auto,36946,Diesel,2.1
1133, C Class,2017,22799,Semi-Auto,11304,Diesel,2.1
1134, C Class,2015,12590,Semi-Auto,65000,Diesel,2.1
1135, C Class,2017,19099,Semi-Auto,22260,Diesel,2.1
1136, C Class,2014,28990,Semi-Auto,19562,Petrol,6.2
1137, C Class,2019,25349,Semi-Auto,10544,Petrol,1.5
1138, C Class,2019,26480,Semi-Auto,13708,Diesel,2.0
1139, C Class,2017,20599,Automatic,17324,Diesel,2.1
1140, C Class,2016,14999,Automatic,41358,Diesel,2.1
1141, C Class,2019,27000,Semi-Auto,7721,Petrol,2.0
1142, C Class,2018,27725,Automatic,13037,Diesel,2.0
1143, C Class,2019,19749,Semi-Auto,14730,Petrol,1.5
1144, C Class,2017,32995,Automatic,10750,Petrol,3.0
1145, C Class,2019,34919,Semi-Auto,2292,Petrol,1.5
1146, C Class,2017,22440,Semi-Auto,32629,Diesel,2.1
1147, C Class,2017,21999,Automatic,14709,Petrol,2.0
1148, C Class,2019,29500,Semi-Auto,6922,Petrol,2.0
1149, C Class,2020,30500,Semi-Auto,100,Diesel,2.0
1150, C Class,2018,25500,Semi-Auto,10592,Diesel,2.1
1151, C Class,2015,12999,Manual,18766,Petrol,2.0
1152, C Class,2019,24595,Semi-Auto,15274,Diesel,2.0
1153, C Class,2015,15542,Semi-Auto,49436,Diesel,2.1
1154, C Class,2016,13499,Manual,61140,Diesel,2.1
1155, C Class,2020,37899,Automatic,500,Diesel,2.0
1156, C Class,2014,26998,Semi-Auto,24175,Petrol,6.2
1157, C Class,2019,27099,Semi-Auto,2500,Petrol,1.5
1158, C Class,2018,19980,Semi-Auto,26119,Diesel,2.1
1159, C Class,2019,27499,Semi-Auto,1211,Diesel,1.6
1160, C Class,2019,45980,Semi-Auto,3830,Petrol,3.0
1161, C Class,2019,60298,Automatic,25,Petrol,4.0
1162, C Class,2019,30240,Automatic,4999,Diesel,2.0
1163, C Class,2018,25891,Semi-Auto,2240,Petrol,2.0
1164, C Class,2019,25949,Semi-Auto,12722,Diesel,2.0
1165, C Class,2013,10699,Automatic,57062,Diesel,2.1
1166, C Class,2019,34249,Semi-Auto,1000,Diesel,2.0
1167, C Class,2016,16475,Automatic,34452,Diesel,2.1
1168, C Class,2015,12880,Semi-Auto,32786,Diesel,2.1
1169, C Class,2017,17230,Semi-Auto,33538,Petrol,2.0
1170, C Class,2017,13900,Manual,20524,Petrol,2.0
1171, C Class,2019,29500,Semi-Auto,7610,Diesel,2.0
1172, C Class,2019,25299,Semi-Auto,4004,Petrol,1.5
1173, C Class,2016,18000,Automatic,18406,Diesel,2.1
1174, C Class,2019,25000,Semi-Auto,10000,Diesel,1.6
1175, C Class,2019,20849,Semi-Auto,10776,Diesel,2.0
1176, C Class,2017,17890,Automatic,45437,Hybrid,2.0
1177, C Class,2015,18649,Semi-Auto,26314,Hybrid,2.0
1178, C Class,2015,17500,Automatic,39343,Diesel,2.1
1179, C Class,2019,30049,Semi-Auto,5927,Petrol,2.0
1180, C Class,2015,19990,Semi-Auto,12469,Diesel,2.1
1181, C Class,2017,17900,Automatic,33265,Diesel,2.1
1182, C Class,2019,28349,Semi-Auto,7133,Diesel,2.0
1183, C Class,2016,17990,Semi-Auto,51300,Diesel,2.1
1184, C Class,2019,34649,Semi-Auto,1000,Diesel,2.0
1185, C Class,2019,25699,Semi-Auto,7521,Petrol,1.5
1186, C Class,2017,20981,Manual,7693,Petrol,2.0
1187, C Class,2018,25750,Semi-Auto,6983,Diesel,2.1
1188, C Class,2019,29980,Semi-Auto,2986,Diesel,2.0
1189, C Class,2014,15999,Semi-Auto,31273,Petrol,2.0
1190, C Class,2019,36420,Automatic,6650,Diesel,1.6
1191, C Class,2019,28900,Semi-Auto,1416,Petrol,2.0
1192, C Class,2019,39991,Automatic,1987,Petrol,2.0
1193, C Class,2016,21505,Automatic,16703,Diesel,2.1
1194, C Class,2019,35539,Semi-Auto,1000,Diesel,2.0
1195, C Class,2015,10090,Semi-Auto,57843,Diesel,2.1
1196, C Class,2018,27980,Semi-Auto,13199,Diesel,2.0
1197, C Class,2017,17990,Automatic,23000,Diesel,2.1
1198, C Class,2017,17480,Semi-Auto,11906,Diesel,2.1
1199, C Class,2019,25980,Semi-Auto,11412,Petrol,1.5
1200, C Class,2019,57998,Semi-Auto,10,Petrol,4.0
1201, C Class,2019,23499,Semi-Auto,15242,Diesel,2.0
1202, C Class,2019,27990,Automatic,101,Diesel,2.0
1203, C Class,2019,31609,Semi-Auto,1000,Diesel,2.0
1204, C Class,2020,36809,Semi-Auto,1000,Petrol,1.5
1205, C Class,2019,27490,Semi-Auto,11000,Diesel,2.0
1206, C Class,2019,42699,Semi-Auto,24,Petrol,3.0
1207, C Class,2017,23401,Semi-Auto,11457,Petrol,2.0
1208, C Class,2015,12000,Automatic,40005,Diesel,2.1
1209, C Class,2019,29046,Automatic,5971,Diesel,2.0
1210, C Class,2017,19299,Semi-Auto,30577,Diesel,2.1
1211, C Class,2019,31499,Semi-Auto,3624,Diesel,2.0
1212, C Class,2019,28999,Semi-Auto,2392,Petrol,1.5
1213, C Class,2016,15679,Automatic,60619,Hybrid,2.0
1214, C Class,2019,33995,Semi-Auto,18,Petrol,2.0
1215, C Class,2017,24750,Automatic,14776,Petrol,2.0
1216, C Class,2014,10995,Semi-Auto,39802,Diesel,2.1
1217, C Class,2019,27990,Automatic,5225,Petrol,1.5
1218, C Class,2019,28980,Semi-Auto,10696,Petrol,1.5
1219, C Class,2015,16975,Automatic,42000,Diesel,2.1
1220, C Class,2019,28899,Semi-Auto,9000,Petrol,2.0
1221, C Class,2018,21991,Automatic,12767,Diesel,2.1
1222, C Class,2018,29480,Semi-Auto,8228,Diesel,2.0
1223, C Class,2019,25699,Semi-Auto,2547,Petrol,1.6
1224, C Class,2016,17590,Automatic,13020,Petrol,2.0
1225, C Class,2019,29999,Semi-Auto,5979,Petrol,2.0
1226, C Class,2019,28524,Automatic,8263,Diesel,2.0
1227, C Class,2016,17850,Automatic,38000,Diesel,2.1
1228, C Class,2019,31980,Semi-Auto,9,Diesel,2.0
1229, C Class,2016,17600,Automatic,28389,Diesel,2.1
1230, C Class,2019,25899,Semi-Auto,3780,Petrol,2.0
1231, C Class,2019,24299,Semi-Auto,12321,Diesel,2.0
1232, C Class,2018,18390,Automatic,11319,Diesel,1.6
1233, C Class,2015,13790,Automatic,54000,Petrol,2.0
1234, C Class,2014,16990,Semi-Auto,32475,Diesel,2.1
1235, C Class,2019,27400,Automatic,348,Diesel,2.0
1236, C Class,2019,17999,Automatic,9683,Petrol,1.5
1237, C Class,2016,18400,Automatic,23907,Diesel,2.1
1238, C Class,2016,24799,Automatic,30385,Diesel,2.1
1239, C Class,2019,31299,Semi-Auto,4831,Diesel,2.0
1240, C Class,2019,29980,Semi-Auto,8709,Diesel,2.0
1241, C Class,2006,3200,Automatic,86000,Petrol,3.5
1242, C Class,2019,20149,Semi-Auto,11761,Petrol,1.5
1243, C Class,2019,23995,Semi-Auto,15280,Petrol,1.5
1244, C Class,2019,28799,Semi-Auto,13321,Diesel,2.0
1245, C Class,2020,32980,Semi-Auto,9,Diesel,2.0
1246, C Class,2017,24502,Semi-Auto,22079,Diesel,2.1
1247, C Class,2019,25349,Semi-Auto,10503,Petrol,1.5
1248, C Class,2017,18270,Semi-Auto,49783,Diesel,2.1
1249, C Class,2017,17500,Automatic,30297,Diesel,2.1
1250, C Class,2019,29399,Semi-Auto,8123,Diesel,2.0
1251, C Class,2017,18490,Semi-Auto,46430,Diesel,2.1
1252, C Class,2016,18600,Automatic,24836,Diesel,1.6
1253, C Class,2019,30949,Semi-Auto,2983,Diesel,2.0
1254, C Class,2019,19849,Semi-Auto,13938,Petrol,1.5
1255, C Class,2019,31500,Semi-Auto,7000,Diesel,2.0
1256, C Class,2014,8990,Automatic,80000,Diesel,2.1
1257, C Class,2016,17980,Semi-Auto,39025,Petrol,2.0
1258, C Class,2019,49669,Semi-Auto,1000,Petrol,3.0
1259, C Class,2016,27444,Automatic,36815,Petrol,3.0
1260, C Class,2018,22591,Semi-Auto,18551,Diesel,2.1
1261, C Class,2019,29099,Semi-Auto,5088,Petrol,1.5
1262, C Class,2019,24199,Automatic,3250,Petrol,1.5
1263, C Class,2014,17000,Automatic,36115,Diesel,2.1
1264, C Class,2019,45980,Semi-Auto,4504,Petrol,3.0
1265, C Class,2019,28500,Semi-Auto,5107,Petrol,1.5
1266, C Class,2018,20890,Semi-Auto,3033,Petrol,1.5
1267, C Class,2017,19250,Semi-Auto,30796,Hybrid,2.0
1268, C Class,2019,30999,Automatic,4999,Petrol,1.5
1269, C Class,2019,25599,Semi-Auto,13624,Petrol,1.5
1270, C Class,2019,30436,Automatic,10335,Diesel,2.0
1271, C Class,2017,23500,Semi-Auto,17000,Diesel,2.1
1272, C Class,2019,24998,Semi-Auto,9344,Diesel,2.0
1273, C Class,2019,30799,Semi-Auto,8947,Diesel,2.0
1274, C Class,2020,19298,Manual,15754,Diesel,2.1
1275, C Class,2019,23399,Semi-Auto,3342,Petrol,1.5
1276, C Class,2019,20676,Automatic,14163,Diesel,2.0
1277, C Class,2019,21998,Semi-Auto,14576,Petrol,1.5
1278, C Class,2015,12990,Automatic,87000,Diesel,2.1
1279, C Class,2017,21991,Semi-Auto,19953,Diesel,2.1
1280, C Class,2019,34987,Automatic,2791,Diesel,2.0
1281, C Class,2016,36399,Semi-Auto,27416,Petrol,4.0
1282, C Class,2019,19980,Semi-Auto,13924,Petrol,1.5
1283, C Class,2019,39000,Semi-Auto,2857,Petrol,3.0
1284, C Class,2017,17998,Semi-Auto,22349,Petrol,2.0
1285, C Class,2019,42900,Semi-Auto,10204,Petrol,3.0
1286, C Class,2016,18149,Semi-Auto,7366,Petrol,2.0
1287, C Class,2019,35399,Semi-Auto,1273,Petrol,1.5
1288, C Class,2016,18780,Semi-Auto,40197,Hybrid,2.0
1289, C Class,2019,18790,Semi-Auto,14288,Diesel,2.1
1290, C Class,2019,25549,Semi-Auto,15144,Diesel,2.0
1291, C Class,2019,20299,Semi-Auto,14271,Petrol,1.5
1292, C Class,2019,30444,Automatic,3360,Diesel,1.6
1293, C Class,2019,33998,Semi-Auto,3814,Petrol,1.5
1294, C Class,2019,29000,Semi-Auto,6349,Petrol,1.5
1295, C Class,2017,24352,Automatic,8884,Diesel,2.1
1296, C Class,2017,21991,Semi-Auto,20249,Diesel,2.1
1297, C Class,2016,22700,Automatic,48448,Diesel,2.1
1298, C Class,2018,24546,Automatic,12397,Diesel,2.1
1299, C Class,2013,8751,Automatic,69493,Diesel,2.1
1300, C Class,2019,32900,Automatic,3000,Diesel,2.0
1301, C Class,2019,24980,Automatic,15000,Diesel,1.6
1302, C Class,2019,25494,Automatic,4158,Petrol,1.5
1303, C Class,2017,17690,Semi-Auto,25059,Diesel,2.1
1304, C Class,2014,12495,Automatic,20000,Petrol,1.6
1305, C Class,2019,26099,Semi-Auto,9445,Petrol,1.5
1306, C Class,2016,14770,Semi-Auto,21745,Petrol,2.0
1307, C Class,2020,30500,Semi-Auto,100,Diesel,2.0
1308, C Class,2019,27490,Automatic,3098,Petrol,2.0
1309, C Class,2016,21500,Semi-Auto,37188,Diesel,2.1
1310, C Class,2019,28980,Automatic,5500,Diesel,2.0
1311, C Class,2018,18900,Automatic,23570,Diesel,2.1
1312, C Class,2015,10200,Automatic,47392,Diesel,2.1
1313, C Class,2019,31519,Semi-Auto,1000,Petrol,1.5
1314, C Class,2019,30899,Semi-Auto,7942,Diesel,2.0
1315, C Class,2019,19799,Semi-Auto,14301,Petrol,1.5
1316, C Class,2017,46950,Automatic,20894,Petrol,4.0
1317, C Class,2018,17470,Automatic,22345,Diesel,1.6
1318, C Class,2018,27950,Semi-Auto,10179,Diesel,2.0
1319, C Class,2015,13000,Manual,69930,Diesel,1.6
1320, C Class,2019,41949,Semi-Auto,11470,Petrol,3.0
1321, C Class,2016,31945,Automatic,34765,Petrol,3.0
1322, C Class,2015,15995,Automatic,39000,Diesel,1.6
1323, C Class,2016,14000,Automatic,45000,Diesel,2.1
1324, C Class,2019,28480,Semi-Auto,13435,Diesel,2.0
1325, C Class,2017,18999,Automatic,20408,Diesel,2.1
1326, C Class,2018,29232,Semi-Auto,8673,Diesel,2.0
1327, C Class,2016,12459,Automatic,93948,Diesel,2.1
1328, C Class,2019,25980,Semi-Auto,15070,Diesel,2.0
1329, C Class,2017,24998,Semi-Auto,28234,Petrol,2.0
1330, C Class,2018,27244,Automatic,12054,Diesel,2.1
1331, C Class,2020,29980,Semi-Auto,9,Petrol,1.5
1332, C Class,2019,24202,Automatic,8252,Petrol,1.5
1333, C Class,2017,18500,Automatic,36831,Diesel,2.1
1334, C Class,2019,32500,Semi-Auto,6877,Petrol,2.0
1335, C Class,2012,7490,Automatic,96000,Diesel,2.1
1336, C Class,2019,25499,Semi-Auto,15175,Diesel,2.0
1337, C Class,2018,21449,Semi-Auto,2684,Petrol,1.5
1338, C Class,2019,31876,Semi-Auto,9339,Diesel,2.0
1339, C Class,2015,9392,Manual,108000,Diesel,2.1
1340, C Class,2018,23990,Automatic,12220,Petrol,1.5
1341, C Class,2016,18499,Automatic,28696,Hybrid,2.0
1342, C Class,2015,11490,Manual,80000,Petrol,2.0
1343, C Class,2019,31499,Semi-Auto,9486,Diesel,2.0
1344, C Class,2019,45980,Semi-Auto,3999,Petrol,3.0
1345, C Class,2019,29998,Semi-Auto,836,Petrol,2.0
1346, C Class,2016,22549,Automatic,30385,Diesel,2.1
1347, C Class,2015,16995,Manual,15000,Diesel,2.1
1348, C Class,2017,17495,Semi-Auto,25149,Petrol,2.0
1349, C Class,2015,15800,Automatic,46959,Hybrid,2.1
1350, C Class,2019,24626,Automatic,14923,Diesel,2.0
1351, C Class,2018,22849,Semi-Auto,8641,Petrol,1.5
1352, C Class,2018,26189,Semi-Auto,8069,Diesel,2.1
1353, C Class,2015,14490,Semi-Auto,51866,Diesel,2.1
1354, C Class,2015,17900,Automatic,34797,Diesel,2.1
1355, C Class,2016,15999,Automatic,66077,Hybrid,2.0
1356, C Class,2020,28590,Semi-Auto,1501,Diesel,1.6
